"",startCity,lastCity,Company,AirlineCode,StartDrome,ArriveDrome,StartTime,ArriveTime,Mode,AirlineStop,Week
"",CGO,YIW,中国南方航空(集团)公司,CZ6476,新郑机场,义乌机场,14:50,16:20,733,0,246
"",CGQ,BAV,中国南方航空(集团)公司,CZ6465,长春龙嘉国际机场,包头机场,09:00,11:00,319,0,25日
"",CGQ,BAV,中国南方航空(集团)公司,CZ6239,长春龙嘉国际机场,包头机场,09:00,11:00,319,0,25日
"",CGQ,BJS,中国南方航空(集团)公司,CZ6143,长春龙嘉国际机场,首都国际机场,07:50,09:40,320,0,123456日
"",CGQ,BJS,中国国际航空公司,CA1662,长春龙嘉国际机场,首都国际机场,08:00,09:50,JET,0,123456日
"",CGQ,BJS,中国南方航空(集团)公司,CZ6145,长春龙嘉国际机场,首都国际机场,08:40,10:25,321,0,123456日
"",CGQ,BJS,中国国际航空公司,CA1610,长春龙嘉国际机场,首都国际机场,10:45,12:35,738,0,123456日
"",CGQ,BJS,中国国际航空公司,CA1650,长春龙嘉国际机场,首都国际机场,12:10,13:50,JET,0,123456日
"",CGQ,BJS,中国国际航空公司,CA1664,长春龙嘉国际机场,首都国际机场,14:45,16:35,738,0,123456日
"",CGQ,BJS,中国南方航空(集团)公司,CZ6149,长春龙嘉国际机场,首都国际机场,16:00,18:00,321,0,123456日
"",CGQ,BJS,中国国际航空公司,CA1630,长春龙嘉国际机场,首都国际机场,18:10,19:55,JET,0,123456日
"",CGQ,BJS,中国南方航空(集团)公司,CZ6141,长春龙嘉国际机场,首都国际机场,18:30,20:00,319,0,123456日
"",CGQ,BJS,中国南方航空(集团)公司,CZ6179,长春龙嘉国际机场,首都国际机场,20:20,22:15,319,0,123456日
"",CGQ,BJS,中国国际航空公司,CA1648,长春龙嘉国际机场,首都国际机场,21:30,23:25,JET,0,123456日
"",CGQ,CAN,中国南方航空(集团)公司,CZ6341,长春龙嘉国际机场,新白云国际机场,08:00,13:40,321,0,123456日
"",CGQ,CAN,中国南方航空(集团)公司,CZ633,长春龙嘉国际机场,新白云国际机场,11:00,15:00,319,0,123456日
"",CGQ,CAN,中国南方航空(集团)公司,CZ3606,长春龙嘉国际机场,新白云国际机场,18:00,22:10,320,0,123456日
"",CGQ,CGO,中国南方航空(集团)公司,CZ6344,长春龙嘉国际机场,新郑机场,14:30,16:40,733,0,245日
"",CGQ,CGO,四川航空股份有限公司,3U8858,长春龙嘉国际机场,新郑机场,18:50,21:05,319,0,13456日
"",CGQ,CKG,中国南方航空(集团)公司,CZ6459,长春龙嘉国际机场,江北国际机场,08:30,11:55,320,0,136
"",CGQ,CKG,中国国际航空公司,CA4768,长春龙嘉国际机场,江北国际机场,13:30,18:25,737,0,15日
"",CGQ,CKG,四川航空股份有限公司,3U8828,长春龙嘉国际机场,江北国际机场,14:05,19:00,ERJ,0,246
"",CGQ,CSX,中国南方航空(集团)公司,CZ6465,长春龙嘉国际机场,黄花机场,08:00,11:05,JET,0,12346
"",CGQ,CSX,中国南方航空(集团)公司,CZ6724,长春龙嘉国际机场,黄花机场,08:00,12:40,320,0,123456日
"",CGQ,CSX,中国南方航空(集团)公司,CZ3742,长春龙嘉国际机场,黄花机场,13:40,18:20,320,0,123456日
"",CGQ,CTU,中国南方航空(集团)公司,CZ6441,长春龙嘉国际机场,双流国际机场,08:25,14:00,320,0,245日
"",CGQ,CTU,中国国际航空公司,CA4190,长春龙嘉国际机场,双流国际机场,12:30,16:10,319,0,135
"",CGQ,CTU,四川航空股份有限公司,3U8878,长春龙嘉国际机场,双流国际机场,13:25,18:00,320,0,246
"",CGQ,CTU,四川航空股份有限公司,3U8858,长春龙嘉国际机场,双流国际机场,18:50,23:45,319,0,13456日
"",CGQ,DLC,中国南方航空(集团)公司,CZ637,长春龙嘉国际机场,周水子机场,07:40,08:55,319,0,123456日
"",CGQ,DLC,中国南方航空(集团)公司,CZ6652,长春龙嘉国际机场,周水子机场,13:20,14:40,73G,0,135日
"",CGQ,HAK,中国国际航空公司,CA4648,长春龙嘉国际机场,美兰机场,13:35,19:50,738,0,136
"",CGQ,HGH,中国南方航空(集团)公司,CZ6341,长春龙嘉国际机场,萧山国际机场,08:00,10:35,321,0,123456日
"",CGQ,KMG,中国南方航空(集团)公司,CZ6459,长春龙嘉国际机场,巫家坝国际机场,08:30,14:20,320,0,136
"",CGQ,KMG,中国南方航空(集团)公司,CZ6465,长春龙嘉国际机场,巫家坝国际机场,09:00,15:15,319,0,25日
"",CGQ,KMG,中国南方航空(集团)公司,CZ6239,长春龙嘉国际机场,巫家坝国际机场,09:00,15:15,319,0,25日
"",CGQ,KMG,中国南方航空(集团)公司,CZ6344,长春龙嘉国际机场,巫家坝国际机场,14:30,20:10,733,0,245日
"",CGQ,NKG,中国南方航空(集团)公司,CZ6545,长春龙嘉国际机场,禄口国际机场,14:30,17:00,320,0,246日
"",CGQ,SHA,中国南方航空(集团)公司,CZ6543,长春龙嘉国际机场,浦东国际机场,07:45,10:15,320,0,123456日
"",CGQ,SHA,中国南方航空(集团)公司,CZ6541,长春龙嘉国际机场,浦东国际机场,14:20,16:50,320,0,123456日
"",CGQ,SHA,中国南方航空(集团)公司,CZ6553,长春龙嘉国际机场,浦东国际机场,16:35,18:55,319,0,1345日
"",CGQ,SIA,中国南方航空(集团)公司,CZ6569,长春龙嘉国际机场,咸阳机场,14:40,19:00,320,0,15
"",CGQ,SIA,中国南方航空(集团)公司,CZ6253,长春龙嘉国际机场,咸阳机场,17:50,21:10,319,0,246
"",CGQ,SJW,四川航空股份有限公司,3U8878,长春龙嘉国际机场,正定国际机场,13:25,14:55,320,0,246
"",CGQ,SZX,中国南方航空(集团)公司,CZ6357,长春龙嘉国际机场,宝安国际机场,09:20,14:50,321,0,123456日
"",CGQ,SZX,中国南方航空(集团)公司,CZ3678,长春龙嘉国际机场,宝安国际机场,13:10,17:30,319,0,123456日
"",CGQ,SZX,中国南方航空(集团)公司,CZ3722,长春龙嘉国际机场,宝安国际机场,18:00,23:20,320,0,123456日
"",CGQ,TAO,中国南方航空(集团)公司,CZ6357,长春龙嘉国际机场,流亭机场,09:20,11:05,321,0,123456日
"",CGQ,TAO,中国国际航空公司,CA4648,长春龙嘉国际机场,流亭机场,13:35,15:15,738,0,136
"",CGQ,TAO,中国南方航空(集团)公司,CZ6569,长春龙嘉国际机场,流亭机场,14:40,16:10,320,0,15
"",CGQ,TAO,中国国际航空公司,CA4956,长春龙嘉国际机场,流亭机场,16:35,18:20,738,0,245日
"",CGQ,TNA,中国南方航空(集团)公司,CZ6441,长春龙嘉国际机场,遥墙机场,08:25,10:35,320,0,245日
"",CGQ,TNA,中国国际航空公司,CA4768,长春龙嘉国际机场,遥墙机场,13:30,15:30,737,0,15日
"",CGQ,TNA,中国南方航空(集团)公司,CZ3742,长春龙嘉国际机场,遥墙机场,13:40,15:35,320,0,123456日
"",CGQ,TSN,中国南方航空(集团)公司,CZ3722,长春龙嘉国际机场,滨海国际机场,18:00,19:25,320,0,123456日
"",CGQ,XMN,中国南方航空(集团)公司,CZ6545,长春龙嘉国际机场,高崎国际机场,14:30,19:25,320,0,246日
"",CGQ,XMN,中国国际航空公司,CA4956,长春龙嘉国际机场,高崎国际机场,16:35,21:30,738,0,245日
"",CGQ,YNJ,中国南方航空(集团)公司,CZ6254,长春龙嘉国际机场,朝阳川机场,01:10,01:55,319,0,35日
"",CGQ,YNJ,中国南方航空(集团)公司,CZ3605,长春龙嘉国际机场,朝阳川机场,14:35,15:25,320,0,123456日
"",CIF,BJS,中国国际航空公司,CA1282,赤峰机场,首都国际机场,20:00,21:10,733,0,123456日
"",CIF,HET,中国国际航空公司,CA1240,赤峰机场,白塔机场,16:00,17:10,733,0,123456日
"",CIH,BJS,中国南方航空(集团)公司,CZ6700,长治机场,首都国际机场,09:40,10:50,73G,0,123456日
"",CIH,CAN,中国南方航空(集团)公司,CZ3706,长治机场,新白云国际机场,18:50,21:05,320,0,123456日
"",CIH,CTU,中国国际航空公司,CA4180,长治机场,双流国际机场,21:30,23:30,319,0,246
"",CIH,DAT,中国南方航空(集团)公司,CZ3705,长治机场,大同机场,15:35,16:30,320,0,123456日
"",CKG,BHY,鹰联航空公司,EU2718,江北国际机场,福城机场,12:10,13:40,319,0,135日
"",CKG,BJS,四川航空股份有限公司,3U8829,江北国际机场,首都国际机场,07:20,09:40,320,0,123456日
"",CKG,BJS,中国国际航空公司,CA4129,江北国际机场,首都国际机场,08:00,10:30,73G,0,123456日
"",CKG,BJS,中国国际航空公司,CA4137,江北国际机场,首都国际机场,09:00,11:30,738,0,123456日
"",CKG,BJS,中国国际航空公司,CA1420,江北国际机场,首都国际机场,11:00,13:30,738,0,123456日
"",CKG,BJS,中国南方航空(集团)公司,CZ3184,江北国际机场,首都国际机场,11:50,14:30,321,0,123456日
"",CKG,BJS,四川航空股份有限公司,3U8831,江北国际机场,首都国际机场,12:55,15:10,320,0,123456日
"",CKG,BJS,中国国际航空公司,CA1430,江北国际机场,首都国际机场,13:00,15:30,738,0,123456日
"",CKG,BJS,中国国际航空公司,CA4141,江北国际机场,首都国际机场,14:00,16:30,73G,0,123456日
"",CKG,BJS,中国南方航空(集团)公司,CZ8105,江北国际机场,首都国际机场,14:05,16:20,JET,0,123456日
"",CKG,BJS,中国国际航空公司,CA4139,江北国际机场,首都国际机场,15:00,17:30,738,0,123456日
"",CKG,BJS,中国国际航空公司,CA4135,江北国际机场,首都国际机场,16:00,18:30,738,0,123456日
"",CKG,BJS,中国国际航空公司,CA1440,江北国际机场,首都国际机场,17:00,19:30,321,0,123456日
"",CKG,BJS,中国国际航空公司,CA1412,江北国际机场,首都国际机场,18:00,20:30,JET,0,123456日
"",CKG,BJS,四川航空股份有限公司,3U8833,江北国际机场,首都国际机场,18:20,20:40,320,0,123456日
"",CKG,BJS,中国国际航空公司,CA1410,江北国际机场,首都国际机场,19:00,21:30,JET,0,123456日
"",CKG,BJS,上海航空公司,FM2286,江北国际机场,南苑机场,19:35,21:35,738,0,123456日
"",CKG,CAN,四川航空股份有限公司,3U8741,江北国际机场,新白云国际机场,07:50,09:35,320,0,123456日
"",CKG,CAN,中国南方航空(集团)公司,CZ3416,江北国际机场,新白云国际机场,08:05,09:40,73G,0,123456日
"",CKG,CAN,中国国际航空公司,CA4319,江北国际机场,新白云国际机场,08:05,09:45,JET,0,123456日
"",CKG,CAN,中国南方航空(集团)公司,CZ8113,江北国际机场,新白云国际机场,12:10,14:00,320,0,123456日
"",CKG,CAN,中国国际航空公司,CA4349,江北国际机场,新白云国际机场,13:35,15:20,73G,0,123456日
"",CKG,CAN,四川航空股份有限公司,3U8745,江北国际机场,新白云国际机场,13:40,15:25,320,0,123456日
"",CKG,CAN,中国南方航空(集团)公司,CZ3406,江北国际机场,新白云国际机场,13:50,15:35,319,0,123456日
"",CKG,CAN,中国南方航空(集团)公司,CZ3950,江北国际机场,新白云国际机场,15:40,17:35,319,0,24日
"",CKG,CAN,中国南方航空(集团)公司,CZ3426,江北国际机场,新白云国际机场,16:30,18:05,73G,0,12345日
"",CKG,CAN,中国国际航空公司,CA4341,江北国际机场,新白云国际机场,16:45,18:30,73G,0,123456日
"",CKG,CAN,中国南方航空(集团)公司,CZ3464,江北国际机场,新白云国际机场,17:30,19:10,319,0,123456日
"",CKG,CAN,四川航空股份有限公司,3U8794,江北国际机场,新白云国际机场,17:40,19:25,319,0,123456日
"",CKG,CAN,四川航空股份有限公司,3U8747,江北国际机场,新白云国际机场,18:50,20:35,320,0,135日
"",CKG,CAN,中国国际航空公司,CA4353,江北国际机场,新白云国际机场,20:00,21:40,73G,0,123456日
"",CKG,CAN,中国南方航空(集团)公司,CZ3486,江北国际机场,新白云国际机场,21:10,22:45,JET,0,123456日
"",CKG,CGO,四川航空股份有限公司,3U8775,江北国际机场,新郑机场,08:20,09:50,319,0,123456日
"",CKG,CGO,四川航空股份有限公司,3U8879,江北国际机场,新郑机场,11:00,12:30,ERJ,0,123456日
"",CKG,CGO,四川航空股份有限公司,3U8875,江北国际机场,新郑机场,11:50,13:20,ERJ,0,135日
"",CKG,CGO,中国南方航空(集团)公司,CZ3476,江北国际机场,新郑机场,13:40,15:10,733,0,123456日
"",CKG,CGO,中国南方航空(集团)公司,CZ3480,江北国际机场,新郑机场,22:10,23:45,738,0,123456日
"",CKG,CGQ,中国国际航空公司,CA4767,江北国际机场,长春龙嘉国际机场,08:05,12:40,737,0,15日
"",CKG,CGQ,四川航空股份有限公司,3U8827,江北国际机场,长春龙嘉国际机场,08:30,13:20,ERJ,0,246
"",CKG,CGQ,中国南方航空(集团)公司,CZ6460,江北国际机场,长春龙嘉国际机场,17:55,21:20,320,0,136
"",CKG,CSX,四川航空股份有限公司,3U8951,江北国际机场,黄花机场,14:30,15:30,320,0,123456日
"",CKG,CSX,中国南方航空(集团)公司,CZ8109,江北国际机场,黄花机场,14:55,15:50,320,0,123456日
"",CKG,DLC,中国南方航空(集团)公司,CZ6580,江北国际机场,周水子机场,14:10,18:20,319,0,12456日
"",CKG,DSN,四川航空股份有限公司,3U8869,江北国际机场,鄂尔多斯机场,09:10,12:40,ERJ,0,123456日
"",CKG,FOC,四川航空股份有限公司,3U8959,江北国际机场,长乐机场,08:00,11:35,320,0,2456
"",CKG,HET,四川航空股份有限公司,3U8875,江北国际机场,白塔机场,11:50,15:10,ERJ,0,135日
"",CKG,HGH,中国南方航空(集团)公司,CZ3437,江北国际机场,萧山国际机场,08:15,10:55,738,0,123456日
"",CKG,HGH,中国国际航空公司,CA1760,江北国际机场,萧山国际机场,11:05,12:55,319,0,123456日
"",CKG,HGH,四川航空股份有限公司,3U8822,江北国际机场,萧山国际机场,16:05,17:55,320,0,123456日
"",CKG,HGH,中国国际航空公司,CA1762,江北国际机场,萧山国际机场,16:55,18:45,319,0,123456日
"",CKG,HGH,中国国际航空公司,CA1770,江北国际机场,萧山国际机场,21:25,23:15,319,0,123456日
"",CKG,HRB,中国国际航空公司,CA4761,江北国际机场,太平机场,08:05,13:00,737,0,2346
"",CKG,HRB,四川航空股份有限公司,3U8839,江北国际机场,太平机场,08:15,13:20,320,0,135日
"",CKG,INC,四川航空股份有限公司,3U8793,江北国际机场,河东机场,13:05,14:35,319,0,123456日
"",CKG,JHG,中国南方航空(集团)公司,CZ8137,江北国际机场,西双版纳机场,07:45,09:15,319,0,35日
"",CKG,JHG,中国南方航空(集团)公司,CZ8137,江北国际机场,西双版纳机场,07:45,09:15,319,0,35日
"",CKG,JZH,中国国际航空公司,CA4217,江北国际机场,九黄机场,10:30,11:30,73G,0,123456日
"",CKG,JZH,中国南方航空(集团)公司,CZ3949,江北国际机场,九黄机场,11:50,13:00,319,0,24日
"",CKG,KHN,四川航空股份有限公司,3U8959,江北国际机场,昌北机场,08:00,09:40,320,0,2456
"",CKG,KMG,中国南方航空(集团)公司,CZ8121,江北国际机场,巫家坝国际机场,07:50,09:05,319,0,123456日
"",CKG,KMG,中国国际航空公司,CA1197,江北国际机场,巫家坝国际机场,10:40,11:50,738,0,123456日
"",CKG,KMG,中国南方航空(集团)公司,CZ6459,江北国际机场,巫家坝国际机场,13:00,14:20,320,0,136
"",CKG,KMG,四川航空股份有限公司,3U8722,江北国际机场,巫家坝国际机场,13:35,14:45,320,0,123456日
"",CKG,KMG,中国南方航空(集团)公司,CZ6949,江北国际机场,巫家坝国际机场,13:45,15:05,73G,0,123456日
"",CKG,KMG,中国南方航空(集团)公司,CZ6403,江北国际机场,巫家坝国际机场,15:00,16:10,321,0,123456日
"",CKG,KMG,海航集团祥鹏航空公司,8L9918,江北国际机场,巫家坝国际机场,16:00,17:05,JET,0,123456日
"",CKG,KMG,中国国际航空公司,CA4437,江北国际机场,巫家坝国际机场,20:50,22:00,73G,0,135日
"",CKG,KMG,四川航空股份有限公司,3U8669,江北国际机场,巫家坝国际机场,20:55,22:10,320,0,123456日
"",CKG,KMG,四川航空股份有限公司,3U8948,江北国际机场,巫家坝国际机场,21:35,22:40,320,0,123456日
"",CKG,KWE,中国南方航空(集团)公司,CZ3475,江北国际机场,龙洞堡机场,10:35,11:25,733,0,123456日
"",CKG,KWL,中国南方航空(集团)公司,CZ3860,江北国际机场,两江国际机场,12:20,13:25,733,0,1246
"",CKG,KWL,中国南方航空(集团)公司,CZ8125,江北国际机场,两江国际机场,14:55,15:55,320,0,123456日
"",CKG,LJG,中国南方航空(集团)公司,CZ8163,江北国际机场,丽江机场,20:30,21:50,319,0,123456日
"",CKG,LXA,中国南方航空(集团)公司,CZ3463,江北国际机场,贡嘎机场,10:40,13:15,319,0,123456日
"",CKG,LXA,中国国际航空公司,CA4420,江北国际机场,贡嘎机场,15:30,17:50,319,0,26
"",CKG,NGB,四川航空股份有限公司,3U8983,江北国际机场,栎社机场,18:00,19:55,319,0,246
"",CKG,NKG,中国南方航空(集团)公司,CZ8119,江北国际机场,禄口国际机场,07:55,10:05,320,0,123456日
"",CKG,NKG,四川航空股份有限公司,3U8839,江北国际机场,禄口国际机场,08:15,09:55,320,0,135日
"",CKG,NKG,中国国际航空公司,CA4557,江北国际机场,禄口国际机场,15:05,16:45,73G,0,123456日
"",CKG,NKG,中国南方航空(集团)公司,CZ3427,江北国际机场,禄口国际机场,16:30,19:30,738,0,123456日
"",CKG,NNG,中国南方航空(集团)公司,CZ6037,江北国际机场,吴圩机场,14:50,16:25,73G,0,123456日
"",CKG,NNG,中国南方航空(集团)公司,CZ6308,江北国际机场,吴圩机场,15:20,16:40,73G,0,135日
"",CKG,NNG,中国南方航空(集团)公司,CZ3479,江北国际机场,吴圩机场,18:00,19:20,738,0,123456日
"",CKG,SHA,中国国际航空公司,CA405,江北国际机场,浦东国际机场,07:30,09:30,JET,0,123456日
"",CKG,SHA,四川航空股份有限公司,3U8971,江北国际机场,浦东国际机场,07:40,09:35,319,0,123456日
"",CKG,SHA,上海航空公司,FM5420,江北国际机场,浦东国际机场,08:00,10:00,321,0,123456日
"",CKG,SHA,中国南方航空(集团)公司,CZ5420,江北国际机场,浦东国际机场,08:00,10:00,321,0,123456日
"",CKG,SHA,中国南方航空(集团)公司,CZ8101,江北国际机场,浦东国际机场,08:40,10:50,319,0,123456日
"",CKG,SHA,上海航空公司,FM5424,江北国际机场,浦东国际机场,12:55,15:00,332,0,45日
"",CKG,SHA,中国南方航空(集团)公司,CZ5424,江北国际机场,浦东国际机场,12:55,15:00,332,0,45日
"",CKG,SHA,中国国际航空公司,CA157,江北国际机场,浦东国际机场,13:50,15:50,73G,0,123456日
"",CKG,SHA,四川航空股份有限公司,3U8973,江北国际机场,浦东国际机场,14:15,16:10,319,0,34
"",CKG,SHA,上海航空公司,FM5422,江北国际机场,浦东国际机场,14:25,16:25,320,0,123456日
"",CKG,SHA,中国南方航空(集团)公司,CZ5422,江北国际机场,浦东国际机场,14:25,16:25,320,0,123456日
"",CKG,SHA,中国国际航空公司,CA4541,江北国际机场,浦东国际机场,16:10,18:10,73G,0,123456日
"",CKG,SHA,四川航空股份有限公司,3U8975,江北国际机场,浦东国际机场,17:25,19:20,319,0,123456日
"",CKG,SHA,上海航空公司,FM5428,江北国际机场,浦东国际机场,20:30,22:30,320,0,6日
"",CKG,SHA,中国南方航空(集团)公司,CZ5528,江北国际机场,浦东国际机场,20:30,22:30,320,0,6日
"",CKG,SHE,中国南方航空(集团)公司,CZ6404,江北国际机场,桃仙机场,19:00,22:00,321,0,123456日
"",CKG,SIA,四川航空股份有限公司,3U8805,江北国际机场,咸阳机场,14:10,15:20,319,0,123456日
"",CKG,SJW,四川航空股份有限公司,3U8869,江北国际机场,正定国际机场,09:10,11:05,ERJ,0,123456日
"",CKG,SJW,四川航空股份有限公司,3U8879,江北国际机场,正定国际机场,11:00,14:10,ERJ,0,123456日
"",CKG,SWA,中国南方航空(集团)公司,CZ3860,江北国际机场,外砂机场,12:20,15:25,733,0,1246
"",CKG,SYX,中国南方航空(集团)公司,CZ8111,江北国际机场,凤凰国际机场,18:10,20:10,320,0,123456日
"",CKG,SYX,四川航空股份有限公司,3U8715,江北国际机场,凤凰国际机场,19:15,21:15,320,0,123456日
"",CKG,SZX,四川航空股份有限公司,3U8781,江北国际机场,宝安国际机场,07:30,09:20,320,0,123456日
"",CKG,SZX,中国国际航空公司,CA4369,江北国际机场,宝安国际机场,07:55,09:35,738,0,123456日
"",CKG,SZX,中国国际航空公司,CA4343,江北国际机场,宝安国际机场,08:50,10:45,738,0,123456日
"",CKG,SZX,中国南方航空(集团)公司,CZ3466,江北国际机场,宝安国际机场,11:30,13:10,320,0,123456日
"",CKG,SZX,四川航空股份有限公司,3U8783,江北国际机场,宝安国际机场,13:15,14:55,320,0,123456日
"",CKG,SZX,中国国际航空公司,CA4347,江北国际机场,宝安国际机场,14:05,15:50,73G,0,123456日
"",CKG,SZX,中国南方航空(集团)公司,CZ3456,江北国际机场,宝安国际机场,17:10,18:40,320,0,123456日
"",CKG,SZX,中国国际航空公司,CA4345,江北国际机场,宝安国际机场,19:20,21:20,73G,0,123456日
"",CKG,SZX,四川航空股份有限公司,3U8787,江北国际机场,宝安国际机场,19:40,21:20,320,0,123456日
"",CKG,SZX,中国南方航空(集团)公司,CZ3318,江北国际机场,宝安国际机场,21:15,23:05,319,0,1
"",CKG,TAO,中国国际航空公司,CA4640,江北国际机场,流亭机场,19:50,23:15,737,0,123456日
"",CKG,TCZ,中国南方航空(集团)公司,CZ8169,江北国际机场,驼峰机场,12:10,13:50,320,0,123456日
"",CKG,TNA,中国国际航空公司,CA4761,江北国际机场,遥墙机场,08:05,10:05,737,0,2346
"",CKG,TNA,中国国际航空公司,CA4767,江北国际机场,遥墙机场,08:05,10:05,737,0,15日
"",CKG,TNA,中国国际航空公司,CA1198,江北国际机场,遥墙机场,14:40,16:30,738,0,123456日
"",CKG,TNA,四川航空股份有限公司,3U8947,江北国际机场,遥墙机场,16:15,18:10,320,0,123456日
"",CKG,TSN,奥凯航空,BK2854,江北国际机场,滨海国际机场,18:55,21:45,738,0,135日
"",CKG,TYN,中国南方航空(集团)公司,CZ6307,江北国际机场,太原武宿机场,10:10,11:55,73G,0,1345日
"",CKG,TYN,中国南方航空(集团)公司,CZ6580,江北国际机场,太原武宿机场,14:10,16:00,319,0,12456日
"",CKG,TYN,奥凯航空,BK2854,江北国际机场,太原武宿机场,18:55,19:55,738,0,135日
"",CKG,URC,中国南方航空(集团)公司,CZ6950,江北国际机场,地窝堡国际机场,17:55,22:00,73G,0,123456日
"",CKG,URC,中国南方航空(集团)公司,CZ6038,江北国际机场,地窝堡国际机场,20:15,00:15,JET,0,123456日
"",CKG,WNZ,四川航空股份有限公司,3U8935,江北国际机场,永强机场,07:40,09:40,319,0,123456日
"",CKG,WNZ,中国南方航空(集团)公司,CZ8109,江北国际机场,永强机场,14:55,17:55,320,0,123456日
"",CKG,WUH,中国南方航空(集团)公司,CZ3437,江北国际机场,天河机场,08:15,09:20,738,0,123456日
"",CKG,WUH,中国南方航空(集团)公司,CZ3427,江北国际机场,天河机场,16:30,17:40,738,0,123456日
"",CKG,WUH,中国南方航空(集团)公司,CZ8153,江北国际机场,天河机场,18:00,18:55,320,0,123456日
"",CKG,WUH,中国国际航空公司,CA4640,江北国际机场,天河机场,19:50,20:55,737,0,123456日
"",CKG,WUH,中国南方航空(集团)公司,CZ3446,江北国际机场,天河机场,21:10,22:20,73G,0,123456日
"",CKG,XMN,中国国际航空公司,CA4123,江北国际机场,高崎国际机场,08:30,10:30,73G,0,123456日
"",CKG,XMN,四川航空股份有限公司,3U8951,江北国际机场,高崎国际机场,14:30,17:35,320,0,123456日
"",CKG,XMN,中国南方航空(集团)公司,CZ8125,江北国际机场,高崎国际机场,14:55,18:05,320,0,123456日
"",CKG,XNN,四川航空股份有限公司,3U8821,江北国际机场,曹家堡机场,11:30,13:00,320,0,123456日
"",CKG,XUZ,四川航空股份有限公司,3U8827,江北国际机场,观音机场,08:30,10:40,ERJ,0,246
"",CKG,YIH,四川航空股份有限公司,3U8721,江北国际机场,三峡机场,09:55,10:55,320,0,123456日
"",CSX,BHY,中国南方航空(集团)公司,CZ3619,黄花机场,福城机场,16:10,17:40,733,0,35
"",CSX,BHY,中国南方航空(集团)公司,CZ3148,黄花机场,福城机场,23:05,00:40,320,0,135日
"",CSX,BHY,中国南方航空(集团)公司,CZ2889,黄花机场,福城机场,23:05,00:40,320,0,246
"",CSX,BJS,中国南方航空(集团)公司,CZ3123,黄花机场,首都国际机场,07:50,09:55,320,0,123456日
"",CSX,BJS,中国南方航空(集团)公司,CZ3147,黄花机场,首都国际机场,10:20,12:35,320,0,1246
"",CSX,BJS,中国南方航空(集团)公司,CZ3633,黄花机场,首都国际机场,10:20,12:35,320,0,35日
"",CSX,BJS,中国国际航空公司,CA1344,黄花机场,首都国际机场,11:45,14:00,JET,0,123456日
"",CSX,BJS,中国南方航空(集团)公司,CZ3753,黄花机场,首都国际机场,11:50,13:50,320,0,123456日
"",CSX,BJS,中国南方航空(集团)公司,CZ3141,黄花机场,首都国际机场,13:55,15:55,73G,0,123456日
"",CSX,BJS,上海航空公司,FM2258,黄花机场,南苑机场,14:10,16:00,738,0,123456日
"",CSX,BJS,中国国际航空公司,CA1350,黄花机场,首都国际机场,14:40,16:50,321,0,123456日
"",CSX,BJS,中国南方航空(集团)公司,CZ3145,黄花机场,首都国际机场,16:20,18:35,738,0,123456日
"",CSX,BJS,中国南方航空(集团)公司,CZ3127,黄花机场,首都国际机场,18:10,20:20,738,0,123456日
"",CSX,BJS,中国国际航空公司,CA1364,黄花机场,首都国际机场,20:15,22:30,JET,0,123456日
"",CSX,CAN,中国南方航空(集团)公司,CZ3375,黄花机场,新白云国际机场,08:00,09:15,320,0,123456日
"",CSX,CAN,中国南方航空(集团)公司,CZ3391,黄花机场,新白云国际机场,10:00,11:00,733,0,123456日
"",CSX,CAN,中国南方航空(集团)公司,CZ3910,黄花机场,新白云国际机场,11:00,12:05,320,0,123456日
"",CSX,CAN,中国南方航空(集团)公司,CZ3374,黄花机场,新白云国际机场,13:00,14:10,ERJ,0,135日
"",CSX,CAN,中国南方航空(集团)公司,CZ3379,黄花机场,新白云国际机场,14:20,15:30,320,0,123456日
"",CSX,CAN,中国南方航空(集团)公司,CZ3387,黄花机场,新白云国际机场,17:00,18:25,320,0,123456日
"",CSX,CAN,中国南方航空(集团)公司,CZ3166,黄花机场,新白云国际机场,20:00,21:10,319,0,123456日
"",CSX,CAN,中国南方航空(集团)公司,CZ3982,黄花机场,新白云国际机场,21:00,22:10,ERJ,0,123456日
"",CSX,CGO,中国南方航空(集团)公司,CZ3943,黄花机场,新郑机场,08:40,09:50,320,0,123456日
"",CSX,CGO,中国南方航空(集团)公司,CZ3972,黄花机场,新郑机场,16:10,17:20,738,0,123456日
"",CSX,CGO,中国南方航空(集团)公司,CZ3620,黄花机场,新郑机场,20:40,22:00,733,0,35
"",CSX,CGO,东星航空有限公司,8C8210,黄花机场,新郑机场,22:45,23:55,320,0,123456日
"",CSX,CGQ,中国南方航空(集团)公司,CZ3741,黄花机场,长春龙嘉国际机场,08:20,12:50,320,0,123456日
"",CSX,CGQ,中国南方航空(集团)公司,CZ6466,黄花机场,长春龙嘉国际机场,17:35,20:30,JET,0,12346
"",CSX,CGQ,中国南方航空(集团)公司,CZ6723,黄花机场,长春龙嘉国际机场,19:05,23:20,320,0,123456日
"",CSX,CKG,四川航空股份有限公司,3U8952,黄花机场,江北国际机场,20:25,21:35,320,0,123456日
"",CSX,CKG,中国南方航空(集团)公司,CZ8110,黄花机场,江北国际机场,20:50,22:00,320,0,123456日
"",CSX,CTU,中国南方航空(集团)公司,CZ3461,黄花机场,双流国际机场,14:05,15:50,320,0,123456日
