"",vertex,lng,lat,level
"",尚志,127.9688727,45.21437342,火车站
"",一面坡,128.0871998,45.06855384,火车站
"",苇河,128.3865304,44.95873021,火车站
"",亚布力,128.6216743,44.93477723,火车站
"",横道河子,129.0803365,44.82025035,火车站
"",海林,129.3944375,44.57303594,火车站
"",牡丹江,129.6188841,44.59666517,火车站
"",玉泉,127.1691643,45.42288676,火车站
"",香坊,126.6860829,45.72707099,火车站
"",葫芦岛北,120.7699396,40.7485864,火车站
"",共青城,115.7813198,29.24922288,火车站
"",永修,115.8223849,29.02643887,火车站
"",旗下营,120.2515503,30.16567767,旅游景点
"",卓资山,112.5681327,40.90848071,火车站
"",康庄,115.904779,40.38599697,火车站
"",南口,116.1362582,40.24564104,火车站
"",北京北,116.3591643,39.95205398,火车站
"",昌平北,116.2164564,40.22172355,区县
"",怀柔北,116.6990721,40.41482341,火车站
"",滦平,117.3227843,40.92893831,火车站
"",隆化,117.7578895,41.33462831,火车站
"",四合永,117.8340356,41.80775719,火车站
"",纪家沟,118.1402789,41.93501843,火车站
"",红花沟,118.6415942,42.25043986,火车站
"",赤峰,118.9662762,42.26266149,火车站
"",四道湾,119.6477561,42.48967905,火车站
"",羊场,120.2515503,30.16567767,旅游景点
"",奈曼,120.6837513,42.84705508,火车站
"",八仙筒,121.0699676,43.20828733,火车站
"",东来,121.6487822,43.39564253,火车站
"",余粮堡,121.9752282,43.44599732,火车站
"",杨村,117.0712889,39.35993752,火车站
"",三河县,117.0988402,39.97895812,火车站
"",迁安,118.6997499,39.93193632,火车站
"",宝龙山,122.7465347,44.03715301,火车站
"",富裕,124.4670999,47.80351309,火车站
"",拉哈,124.6364667,48.21120173,火车站
"",六合镇,124.7039932,48.3565637,火车站
"",讷河,124.8549906,48.48704411,火车站
"",伊拉哈,120.2515503,30.16567767,旅游景点
"",九三,120.2515503,30.16567767,旅游景点
"",嫩江,125.256354,49.18394106,火车站
"",红彦,120.2515503,30.16567767,旅游景点
"",大杨树,124.6170026,49.75432914,火车站
"",加格达奇,124.1329228,50.42582336,火车站
"",达拉滨,120.2515503,30.16567767,旅游景点
"",老莱,120.2515503,30.16567767,旅游景点
"",枝城,111.51605,30.27751042,火车站
"",澧县,111.7674925,29.64407769,旅游景点
"",会同,109.7394474,26.88796402,火车站
"",靖州,109.6943492,26.57349257,火车站
"",通道,109.6389016,26.32161163,火车站
"",牙屯堡,109.6299477,26.13678166,火车站
"",三江县,109.5100811,25.74756561,区县
"",融安,109.4139261,25.21181699,火车站
"",融水,109.2468902,25.07710886,火车站
"",黎塘,109.1389279,23.20111455,火车站
"",陆川,110.2645326,22.31601363,火车站
"",遂溪,110.2733981,21.40452976,火车站
"",湛江,110.3937822,21.19392954,火车站
"",拉古,120.2515503,30.16567767,旅游景点
"",敖头,120.2515503,30.16567767,旅游景点
"",长汀镇,128.920794,44.48449875,村庄
"",莲江口,130.3286313,46.87975469,火车站
"",鹤立,130.2990126,47.05947994,火车站
"",新华,130.3052863,47.11749135,火车站
"",峻德,130.2983936,47.20295534,火车站
"",鹤岗,130.2912684,47.34622391,火车站
"",宝泉岭,130.5289133,47.43612057,火车站
"",鹤北,130.4767285,47.54751258,火车站
